Year,State,Obesity_Rate,Education_Level
2015,North Carolina,33.2,High school graduate
2015,North Carolina,37.5,College graduate
2015,North Carolina,34.2,Less than high school
2015,North Dakota,39.2,College graduate
2015,North Dakota,32.1,Less than high school
2015,North Dakota,31.7,Some college or technical school
2015,North Dakota,31.1,High school graduate
2015,North Dakota,37.8,Some college or technical school
2015,North Dakota,33.5,Less than high school
2015,North Dakota,26.3,College graduate
2015,North Dakota,34.1,High school graduate
2015,Nebraska,34.3,Some college or technical school
2015,Nebraska,34.4,Less than high school
2015,Nebraska,35.2,High school graduate
2015,Nebraska,29.6,Less than high school
2015,Nebraska,38.3,College graduate
2015,Nebraska,34.1,High school graduate
2015,Nebraska,25.4,College graduate
2015,New Hampshire,28.9,Less than high school
2015,New Hampshire,38.4,Less than high school
2015,New Hampshire,36.4,Some college or technical school
2015,New Hampshire,35.9,High school graduate
2015,New Hampshire,30.9,High school graduate
2015,New Hampshire,39.1,College graduate
2015,New Hampshire,26.9,Some college or technical school
2015,New Jersey,41.2,Less than high school
2015,New Jersey,37.3,Some college or technical school
2015,New Jersey,37.9,High school graduate
2015,New Jersey,25.1,Some college or technical school
2015,New Jersey,37.0,College graduate
2015,New Jersey,32.6,Less than high school
2015,New Jersey,29.0,High school graduate
2015,New Mexico,32.6,Some college or technical school
2015,New Mexico,36.8,College graduate
2015,New Mexico,30.3,High school graduate
2015,New Mexico,29.8,Some college or technical school
2015,New Mexico,37.2,High school graduate
2015,New Mexico,35.1,Less than high school
2015,New Mexico,38.0,Less than high school
2015,Nevada,35.9,High school graduate
2015,Nevada,30.6,High school graduate
2015,Nevada,37.2,Some college or technical school
2015,Nevada,34.4,Less than high school
2015,Nevada,23.5,Some college or technical school
2015,Nevada,41.6,Less than high school
2015,Nevada,39.7,College graduate
2015,New York,34.7,Some college or technical school
2015,New York,32.8,Less than high school
2015,New York,32.0,Less than high school
2015,New York,26.5,Some college or technical school
2015,New York,35.4,College graduate
2015,New York,28.6,High school graduate
2015,New York,34.9,High school graduate
2015,Ohio,32.4,High school graduate
2015,Ohio,22.8,College graduate
2015,Ohio,35.7,High school graduate
2015,Ohio,32.8,Some college or technical school
2015,Ohio,40.9,College graduate
2015,Ohio,33.2,Less than high school
2015,Ohio,28.7,Less than high school
2015,Ohio,36.0,Some college or technical school
2015,Oklahoma,36.0,Less than high school
2015,Oklahoma,32.9,Less than high school
2015,Oklahoma,35.0,High school graduate
2015,Oklahoma,27.1,College graduate
2015,Oklahoma,37.9,College graduate
2015,Oklahoma,33.9,High school graduate
2015,Oklahoma,35.2,Some college or technical school
2015,Oklahoma,36.3,Some college or technical school
2015,Oregon,35.7,Some college or technical school
2015,Oregon,34.1,Less than high school
2015,Oregon,34.4,High school graduate
2015,Oregon,34.0,College graduate
2015,Oregon,38.1,Less than high school
2015,Oregon,33.8,Some college or technical school
2015,Oregon,29.9,High school graduate
2015,Pennsylvania,34.4,Less than high school
2015,Pennsylvania,34.2,High school graduate
2015,Pennsylvania,36.2,Some college or technical school
2015,Pennsylvania,38.3,College graduate
2015,Pennsylvania,31.8,Some college or technical school
2015,Pennsylvania,35.4,High school graduate
2015,Pennsylvania,32.3,Less than high school
2015,Puerto Rico,29.5,Some college or technical school
2015,Puerto Rico,31.6,High school graduate
2015,Puerto Rico,26.4,College graduate
2015,Puerto Rico,36.9,College graduate
2015,Puerto Rico,35.7,High school graduate
2015,Puerto Rico,30.1,Less than high school
2015,Puerto Rico,39.4,Less than high school
2015,Puerto Rico,37.6,Some college or technical school
2015,Rhode Island,24.9,Some college or technical school
2015,Rhode Island,34.5,Some college or technical school
2015,Rhode Island,30.0,High school graduate
2015,Rhode Island,38.3,College graduate
2015,Rhode Island,36.8,High school graduate
2015,Rhode Island,32.1,Less than high school
2015,Rhode Island,38.1,Less than high school
2015,South Carolina,32.0,High school graduate
2015,South Carolina,25.6,College graduate
2015,South Carolina,37.5,College graduate
2015,South Carolina,33.4,Less than high school
2015,South Carolina,36.3,High school graduate
2015,South Carolina,35.5,Some college or technical school
2015,South Carolina,31.0,Some college or technical school
2015,South Carolina,32.6,Less than high school
2015,South Dakota,35.1,High school graduate
2015,South Dakota,33.9,Less than high school
2015,South Dakota,34.7,College graduate
2015,South Dakota,30.2,Less than high school
2015,South Dakota,28.6,College graduate
2015,South Dakota,29.3,High school graduate
2015,South Dakota,32.6,Some college or technical school
2015,South Dakota,32.8,Some college or technical school
2015,Tennessee,36.3,Less than high school
2015,Tennessee,36.9,College graduate
2015,Tennessee,33.1,Less than high school
2015,Tennessee,37.0,High school graduate
2015,Tennessee,34.3,High school graduate
2015,Tennessee,33.5,Some college or technical school
2015,Tennessee,35.5,Some college or technical school
2015,Tennessee,27.0,College graduate
2015,Texas,40.2,Less than high school
2015,Texas,25.4,College graduate
2015,Texas,35.7,Some college or technical school
2015,Texas,32.5,Some college or technical school
2015,Texas,33.4,High school graduate
2015,Texas,39.0,College graduate
2015,Texas,38.0,Less than high school
2015,Texas,34.0,High school graduate
2015,National,30.2,Some college or technical school
2015,National,35.8,Less than high school
2015,National,37.1,College graduate
2015,National,31.7,High school graduate
2015,National,34.0,Less than high school
2015,National,35.1,Some college or technical school
2015,National,34.9,High school graduate
2015,Utah,25.0,High school graduate
2015,Utah,37.4,College graduate
2015,Utah,34.6,Some college or technical school
2015,Utah,34.4,High school graduate
2015,Utah,33.1,Less than high school
2015,Utah,25.8,Some college or technical school
2015,Utah,27.6,Less than high school
2015,Virginia,30.5,High school graduate
2015,Virginia,23.0,College graduate
2015,Virginia,37.1,College graduate
2015,Virginia,33.9,Some college or technical school
2015,Virginia,34.5,High school graduate
2015,Virginia,40.5,Less than high school
2015,Virginia,30.3,Some college or technical school
2015,Virginia,31.9,Less than high school
2015,Vermont,25.6,Some college or technical school
2015,Vermont,34.6,High school graduate
2015,Vermont,31.2,High school graduate
2015,Vermont,30.2,Less than high school
2015,Vermont,35.7,Some college or technical school
2015,Vermont,35.2,College graduate
2015,Vermont,34.2,Less than high school
2015,Washington,35.4,Some college or technical school
2015,Washington,27.3,Less than high school
2015,Washington,35.1,High school graduate
2015,Washington,29.4,Some college or technical school
2015,Washington,37.3,College graduate
2015,Washington,37.3,Less than high school
2015,Washington,29.4,High school graduate
2015,Wisconsin,34.4,Some college or technical school
2015,Wisconsin,32.1,High school graduate
2015,Wisconsin,34.3,High school graduate
2015,Wisconsin,36.0,College graduate
2015,Wisconsin,43.0,Less than high school
2015,Wisconsin,33.4,Some college or technical school
2015,Wisconsin,28.9,Less than high school
2015,Wisconsin,24.8,College graduate
2015,West Virginia,38.3,High school graduate
2015,West Virginia,32.1,Less than high school
2015,West Virginia,37.0,Some college or technical school
2015,West Virginia,35.1,High school graduate
2015,West Virginia,36.7,Less than high school
2015,West Virginia,31.4,College graduate
2015,West Virginia,37.4,College graduate
2015,West Virginia,33.6,Some college or technical school
2015,Wyoming,35.2,Some college or technical school
2015,Wyoming,24.9,Less than high school
2015,Wyoming,36.3,High school graduate
2015,Wyoming,37.3,Less than high school
2015,Wyoming,38.6,College graduate
2015,Wyoming,33.3,Some college or technical school
2015,Wyoming,30.9,High school graduate
2016,Alaska,27.9,High school graduate
2016,Alaska,30.2,Less than high school
2016,Alaska,32.8,High school graduate
2016,Alaska,42.0,College graduate
2016,Alaska,39.9,Some college or technical school
2016,Alaska,34.3,Some college or technical school
2016,Alaska,32.8,Less than high school
2016,Alabama,33.9,High school graduate
2016,Alabama,36.2,High school graduate
2016,Alabama,36.3,Some college or technical school
2016,Alabama,30.5,College graduate
2016,Alabama,34.0,Some college or technical school
2016,Alabama,37.7,College graduate
2016,Alabama,40.1,Less than high school
2016,Alabama,28.6,Less than high school
2016,Arkansas,34.6,Less than high school
2016,Arkansas,37.8,Some college or technical school
2016,Arkansas,36.5,High school graduate
2016,Arkansas,34.2,College graduate
2016,Arkansas,28.4,Less than high school
2016,Arkansas,31.6,College graduate
2016,Arkansas,32.1,Some college or technical school
2016,Arkansas,33.7,High school graduate
2016,Arizona,31.9,Less than high school
2016,Arizona,22.2,College graduate
2016,Arizona,30.2,Some college or technical school
2016,Arizona,34.7,College graduate
2016,Arizona,30.5,High school graduate
2016,Arizona,35.8,Some college or technical school
2016,Arizona,32.8,High school graduate
2016,Arizona,35.8,Less than high school
2016,California,34.9,Some college or technical school
2016,California,38.9,Less than high school
2016,California,26.9,High school graduate
2016,California,26.7,Some college or technical school
2016,California,35.2,High school graduate
2016,California,36.3,College graduate
2016,California,36.0,Less than high school
2016,Colorado,35.4,Some college or technical school
2016,Colorado,23.9,Some college or technical school
2016,Colorado,25.9,High school graduate
2016,Colorado,33.9,High school graduate
2016,Colorado,39.9,Less than high school
2016,Colorado,27.6,Less than high school
2016,Colorado,36.4,College graduate
2016,Connecticut,27.4,Some college or technical school
2016,Connecticut,36.9,College graduate
2016,Connecticut,36.6,High school graduate
2016,Connecticut,33.9,Some college or technical school
2016,Connecticut,29.8,High school graduate
2016,Connecticut,35.4,Less than high school
2016,Connecticut,34.0,Less than high school
2016,District of Columbia,31.5,Some college or technical school
2016,District of Columbia,32.2,College graduate
2016,District of Columbia,40.7,Less than high school
2016,District of Columbia,25.2,Less than high school
2016,District of Columbia,30.4,High school graduate
2016,District of Columbia,27.3,Some college or technical school
2016,District of Columbia,34.0,High school graduate
2016,Delaware,34.0,High school graduate
2016,Delaware,41.3,Less than high school
2016,Delaware,24.2,College graduate
2016,Delaware,37.0,Some college or technical school
2016,Delaware,37.8,High school graduate
2016,Delaware,41.5,College graduate
2016,Delaware,28.9,Some college or technical school
2016,Delaware,26.9,Less than high school
2016,Florida,35.8,Some college or technical school
2016,Florida,34.8,Less than high school
2016,Florida,34.4,High school graduate
2016,Florida,29.7,High school graduate
2016,Florida,32.4,Less than high school
2016,Florida,37.9,College graduate
2016,Florida,27.8,Some college or technical school
2016,Georgia,38.7,College graduate
2016,Georgia,32.3,High school graduate
2016,Georgia,38.2,Less than high school
2016,Georgia,34.1,Some college or technical school
2016,Georgia,32.1,Less than high school
2016,Georgia,23.5,College graduate
2016,Georgia,30.6,High school graduate
2016,Georgia,35.4,Some college or technical school
2016,Guam,34.9,Some college or technical school
2016,Guam,40.8,College graduate
2016,Guam,31.9,Less than high school
2016,Guam,33.0,High school graduate
2016,Guam,43.0,Less than high school
2016,Guam,29.8,High school graduate
2016,Guam,22.4,College graduate
2016,Guam,23.7,Some college or technical school
2016,Hawaii,26.6,Less than high school
2016,Hawaii,24.9,Some college or technical school
2016,Hawaii,32.4,High school graduate
2016,Hawaii,27.5,High school graduate
2016,Hawaii,35.1,Some college or technical school
2016,Hawaii,27.9,Less than high school
2016,Hawaii,35.5,College graduate
2016,Iowa,37.3,Less than high school
2016,Iowa,35.4,High school graduate
2016,Iowa,33.2,Some college or technical school
2016,Iowa,36.3,Some college or technical school
2016,Iowa,32.8,High school graduate
2016,Iowa,38.9,College graduate
2016,Iowa,26.7,College graduate
2016,Iowa,38.6,Less than high school
